timestamp,region,service_type,usage_units,forecast
2024-03-26,Japan East,Storage,3290.58,3153.1357
2024-03-26,Korea Central,Storage,4343.87,4285.0967
2024-03-26,North Europe,Compute,4056.16,4225.4277
2024-03-26,UK South,Storage,3724.73,3944.4053
2024-03-26,West Europe,Compute,5107.57,4750.453
2024-03-26,Central US,Storage,3810.96,3805.067
2024-03-26,Australia Southeast,Storage,4684.37,4514.1245
2024-03-26,West US,Compute,5398.61,5168.0576
2024-03-26,UAE North,Storage,4478.66,4438.722
2024-03-26,India South,Storage,4520.39,4358.261
2024-03-26,India South,Compute,6366.97,6144.5835
2024-03-26,East Asia,Compute,5542.73,6297.1543
2024-03-26,West Europe,Storage,3796.71,3570.1592
2024-03-26,East US,Storage,4453.76,4369.5825
2024-03-26,Canada East,Storage,4291.73,4282.8604
2024-03-26,East Asia,Storage,4282.97,4284.195
2024-03-26,Japan West,Storage,3384.32,3275.1252
2024-03-26,UK South,Compute,4810.04,5012.944
2024-03-26,Korea South,Storage,3735.68,3749.7341
2024-03-26,South Africa North,Storage,3353.4,3253.5684
2024-03-26,Southeast Asia,Storage,3816.51,3602.2415
2024-03-26,Norway East,Compute,4377.32,4699.8164
2024-03-26,West US 2,Compute,5615.72,5503.348
2024-03-26,Brazil South,Compute,3789.0,3890.5833
2024-03-26,Canada East,Compute,5872.99,5703.744
2024-03-26,India Central,Compute,5772.44,5696.205
2024-03-26,France Central,Storage,3766.38,3608.809
2024-03-26,West US,Storage,3954.69,4054.5276
2024-03-27,Australia Southeast,Compute,6720.23,6143.364
2024-03-27,Japan West,Compute,5036.23,4757.1157
2024-03-27,South Central US,Compute,5677.96,5540.7285
2024-03-27,East Asia,Compute,5792.43,6480.43
2024-03-27,East US,Storage,4846.57,4648.29
2024-03-27,UK South,Compute,5556.93,5323.962
2024-03-27,UAE North,Compute,6120.74,6072.073
2024-03-27,India Central,Compute,5684.67,5670.2017
2024-03-27,South Africa North,Compute,4718.89,4595.7373
2024-03-27,India South,Storage,4869.35,4587.7095
2024-03-27,Southeast Asia,Compute,5155.89,4949.983
2024-03-27,UK South,Storage,3876.3,3770.31
2024-03-27,Australia Southeast,Storage,4816.34,4730.099
2024-03-27,Korea South,Storage,3730.04,3658.6343
2024-03-27,UK West,Compute,5926.03,6045.0146
2024-03-27,Norway East,Compute,4448.79,4607.245
2024-03-27,West US 3,Compute,5301.8,5216.846
2024-03-27,Brazil South,Storage,2844.35,2934.1733
2024-03-27,Korea South,Compute,4872.43,4896.2686
2024-03-27,South Africa North,Storage,3218.85,3194.8538
2024-03-27,Central US,Storage,3660.19,3801.3752
2024-03-27,West US 2,Storage,4075.77,4159.4385
2024-03-27,Norway East,Storage,4027.13,3719.6223
2024-03-27,Canada East,Compute,5442.49,5795.4463
2024-03-27,Brazil South,Compute,4294.58,4051.7756
2024-03-27,Germany West Central,Storage,3839.93,3791.8108
2024-03-27,West US 3,Storage,4037.35,4188.626
2024-03-27,East US,Compute,6257.48,6066.2344
2024-03-27,West US 2,Compute,5846.52,5731.9727
2024-03-27,UAE North,Storage,4613.02,4526.6953
2024-03-27,Japan East,Storage,3290.01,3192.7437
2024-03-27,West Europe,Compute,4825.57,4699.277
2024-03-27,Canada East,Storage,3965.79,4020.8013
2024-03-27,Canada Central,Compute,5148.22,4914.0186
2024-03-27,Japan West,Storage,3466.54,3362.166
2024-03-27,Japan East,Compute,4479.04,4630.3086
2024-03-27,Switzerland North,Storage,3570.95,3550.2231
2024-03-27,East Asia,Storage,4411.84,4282.9785
2024-03-27,North Central US,Compute,5101.44,5551.787
2024-03-27,Korea Central,Storage,4494.79,4357.793
2024-03-27,North Central US,Storage,4414.81,4170.019
2024-03-27,India West,Compute,4656.58,4576.603
2024-03-27,Australia East,Compute,5436.27,5288.901
2024-03-27,East US 2,Storage,3096.61,3173.8323
2024-03-27,East US 2,Compute,4360.26,4165.537
2024-03-27,India Central,Storage,4259.43,4423.989
2024-03-27,North Europe,Storage,3611.63,3424.35
2024-03-27,North Europe,Compute,4099.34,4380.2275
2024-03-27,France Central,Storage,3580.03,3633.1484
2024-03-27,South Central US,Storage,4242.18,4061.5842
2024-03-27,Korea Central,Compute,5686.1,5795.4756
2024-03-27,Australia East,Storage,3946.5,3908.963
2024-03-27,France Central,Compute,4781.67,4757.694
2024-03-27,Central US,Compute,5141.67,5152.342
2024-03-27,Germany West Central,Compute,5314.78,5264.6494
2024-03-27,West US,Compute,5644.84,5379.8237
2024-03-27,Southeast Asia,Storage,3685.95,3566.4307
2024-03-27,UK West,Storage,4402.44,4500.806
2024-03-27,Switzerland North,Compute,4682.66,4649.397
2024-03-27,West US,Storage,4056.32,3961.3955
2024-03-27,West Europe,Storage,3704.43,3615.8386
2024-03-27,India South,Compute,5883.26,6053.0337
2024-03-27,Canada Central,Storage,3733.98,3806.1565
2024-03-27,India West,Storage,3485.62,3369.6724
2024-03-28,Australia Southeast,Storage,4891.52,4689.095
2024-03-28,Southeast Asia,Storage,3645.16,3591.5198
2024-03-28,UK South,Storage,3616.24,3658.304
2024-03-28,UAE North,Compute,5842.76,5866.0835
2024-03-28,North Europe,Compute,4071.01,4202.4004
2024-03-28,UAE North,Storage,4905.99,4575.3545
2024-03-28,Norway East,Compute,4358.4,4355.6772
2024-03-28,Japan West,Storage,3092.91,3186.2502
2024-03-28,India West,Compute,4079.5,4318.488
2024-03-28,North Europe,Storage,3102.37,3102.0989
2024-03-28,South Central US,Storage,3913.08,3715.5134
2024-03-28,France Central,Compute,4983.06,4751.1304
2024-03-28,Germany West Central,Compute,4943.23,5017.8755
2024-03-28,Switzerland North,Compute,4313.63,4442.255
2024-03-28,Australia East,Storage,3424.61,3660.8337
2024-03-28,East Asia,Storage,4433.4,4290.3203
2024-03-28,South Central US,Compute,5320.6,5013.4756
2024-03-28,Korea South,Storage,3743.85,3573.4304
2024-03-28,India South,Storage,4556.04,4487.351
2024-03-28,South Africa North,Storage,3068.92,3144.0845
2024-03-28,Australia East,Compute,5127.55,5081.513
2024-03-28,West US 3,Storage,3987.46,4008.7593
2024-03-28,Australia Southeast,Compute,6103.52,5907.06
2024-03-28,Japan East,Storage,3254.9,3161.1956
2024-03-28,West Europe,Compute,4650.14,4606.389
2024-03-28,India West,Storage,3208.05,3193.122
2024-03-28,Korea South,Compute,4616.12,4780.085
2024-03-28,Canada East,Compute,5893.03,5693.601
2024-03-28,Switzerland North,Storage,3594.89,3448.8782
2024-03-28,West US 2,Storage,4391.18,4235.883
2024-03-28,South Africa North,Compute,4555.95,4332.392
2024-03-28,UK South,Compute,4580.87,4740.1333
2024-03-28,East US,Compute,5637.88,5757.583
2024-03-28,Germany West Central,Storage,3724.95,3655.6445
2024-03-28,West US,Compute,5302.88,5140.091
2024-03-28,UK West,Storage,4652.4,4464.5205
2024-03-28,West US,Storage,3612.22,3858.2463
2024-03-28,Central US,Storage,3961.98,3777.5933
2024-03-28,Brazil South,Storage,2838.66,2826.1213
2024-03-28,West Europe,Storage,3264.69,3421.0642
2024-03-28,West US 3,Compute,5599.9,5234.0776
2024-03-28,UK West,Compute,6159.94,5988.5015
2024-03-28,Canada Central,Storage,3259.44,3460.1284
2024-03-28,Norway East,Storage,3902.58,3457.4006
2024-03-28,Southeast Asia,Compute,5132.86,4916.5444
2024-03-28,Canada Central,Compute,4811.81,4736.289
2024-03-28,Korea Central,Storage,4077.24,4172.094
2024-03-28,Korea Central,Compute,5066.07,5545.7725
2024-03-28,Japan West,Compute,4577.01,4494.5107
2024-03-28,East US 2,Compute,4331.43,4193.8506
2024-03-28,India Central,Compute,6040.49,5827.174
2024-03-28,East Asia,Compute,6438.11,5880.3975
2024-03-28,India South,Compute,6414.76,5999.575
2024-03-28,North Central US,Storage,4025.4,3870.584
2024-03-28,North Central US,Compute,5207.64,5267.333
2024-03-28,Japan East,Compute,4342.49,4311.4663
2024-03-28,East US 2,Storage,3259.13,3166.87
2024-03-28,West US 2,Compute,5307.57,5542.416
2024-03-28,East US,Storage,4062.91,4276.531
2024-03-28,Central US,Compute,4803.79,4871.6025
2024-03-28,India Central,Storage,4015.05,4373.782
2024-03-28,France Central,Storage,3797.74,3602.7942
2024-03-28,Canada East,Storage,4068.79,4034.7346
2024-03-28,Brazil South,Compute,3935.8,3893.532
2024-03-29,Korea Central,Storage,3843.3,3911.7024
2024-03-29,Germany West Central,Compute,4693.33,4703.0137
2024-03-29,Australia East,Storage,3333.21,3412.4207
2024-03-29,North Central US,Compute,4637.99,4880.8486
2024-03-29,Southeast Asia,Compute,4264.95,4381.4497
2024-03-29,East US 2,Compute,4055.63,3904.1904
2024-03-29,Southeast Asia,Storage,3449.08,3395.228
2024-03-29,Brazil South,Compute,3589.46,3647.232
2024-03-29,UAE North,Storage,4223.13,4207.2075
2024-03-29,India West,Storage,3064.36,3117.9617
2024-03-29,Canada East,Storage,3866.63,3921.8306
2024-03-29,Canada Central,Storage,3292.51,3216.5784
2024-03-29,West US 2,Storage,3868.96,3741.6804
2024-03-29,Australia East,Compute,4730.53,4736.6377
2024-03-29,South Africa North,Storage,2928.8,2976.9824
2024-03-29,Korea South,Compute,4992.59,4677.9946
2024-03-29,India Central,Compute,5594.79,5367.891
2024-03-29,UK West,Compute,4979.03,5402.128
2024-03-29,West US,Storage,3681.92,3678.81
2024-03-29,Germany West Central,Storage,3685.07,3634.579
2024-03-29,UK South,Compute,4841.13,4566.08
2024-03-29,West US,Compute,4900.4,4785.8228
2024-03-29,East US,Compute,5243.74,5547.047
2024-03-29,North Europe,Compute,4183.12,3851.867
2024-03-29,Australia Southeast,Compute,5493.66,5367.591
2024-03-29,India South,Compute,5275.7,5379.1104
2024-03-29,UAE North,Compute,5579.1,5694.023
2024-03-29,France Central,Storage,3157.96,3225.226
2024-03-29,West US 2,Compute,5190.15,5220.7466
2024-03-29,East Asia,Compute,4592.91,5216.756
2024-03-29,Central US,Compute,5127.18,4801.772
2024-03-29,Japan East,Compute,3791.9,3950.9072
2024-03-29,Canada Central,Compute,4422.63,4279.6465
2024-03-29,East US,Storage,4333.86,4067.8018
2024-03-29,UK South,Storage,3661.99,3579.988
2024-03-29,Japan West,Compute,3769.11,3985.736
2024-03-29,South Africa North,Compute,3890.5,3955.3987
2024-03-29,Switzerland North,Storage,3155.5,3157.0903
2024-03-29,Central US,Storage,3464.17,3439.191
2024-03-29,East US 2,Storage,3211.4,3048.4119
2024-03-29,Brazil South,Storage,2861.17,2750.1226
2024-03-29,West US 3,Compute,4971.09,4797.372
2024-03-29,India Central,Storage,3986.02,3944.5237
2024-03-29,Norway East,Storage,3267.54,3085.414
2024-03-29,West Europe,Storage,3130.81,3154.2803
2024-03-29,UK West,Storage,4236.37,4258.3047
2024-03-29,Korea Central,Compute,5069.22,4993.872
2024-03-29,North Central US,Storage,3645.91,3699.984
2024-03-29,Australia Southeast,Storage,4644.62,4389.6743
2024-03-29,Canada East,Compute,5161.14,5173.906
2024-03-29,Korea South,Storage,3479.46,3295.4536
2024-03-29,West Europe,Compute,4185.81,4132.369
2024-03-29,India West,Compute,4114.72,4062.5962
2024-03-29,Switzerland North,Compute,3919.55,4180.23
2024-03-29,Japan West,Storage,3159.66,3084.2764
2024-03-29,South Central US,Storage,3772.01,3488.1035
2024-03-29,Norway East,Compute,4295.21,4154.4165
2024-03-29,France Central,Compute,4830.96,4306.317
2024-03-29,Japan East,Storage,3079.19,2966.867
2024-03-29,India South,Storage,3908.69,4167.241
2024-03-29,West US 3,Storage,3614.57,3666.0317
2024-03-29,North Europe,Storage,3022.21,2981.9019
2024-03-29,South Central US,Compute,4924.99,4573.7036
2024-03-29,East Asia,Storage,3968.95,4174.4004
2024-03-30,West Europe,Compute,3881.46,3891.1086
2024-03-30,Central US,Storage,3336.63,3409.2307
2024-03-30,India West,Storage,2962.34,3003.8235
2024-03-30,Switzerland North,Storage,2951.16,3027.2244
2024-03-30,Norway East,Compute,3804.82,3935.4353
2024-03-30,Brazil South,Storage,2557.17,2651.0488
2024-03-30,West US,Storage,3261.88,3457.4395
2024-03-30,UK West,Compute,5055.93,5092.76
2024-03-30,West Europe,Storage,3005.82,2955.3052
2024-03-30,South Central US,Storage,3182.58,3306.7583
2024-03-30,Norway East,Storage,2973.34,2965.7869
2024-03-30,Southeast Asia,Compute,4687.37,4403.953
2024-03-30,Canada Central,Storage,2869.53,3009.7986
2024-03-30,UK West,Storage,3895.03,4051.4958
2024-03-30,North Europe,Storage,2736.12,2744.8103
2024-03-30,Japan West,Compute,3748.98,3853.7148
2024-03-30,West US,Compute,4884.42,4646.1235
2024-03-30,Korea Central,Storage,3736.73,3702.851
2024-03-30,Korea Central,Compute,4785.08,4569.4473
2024-03-30,West US 3,Compute,4869.03,4550.877
2024-03-30,Germany West Central,Storage,3415.11,3479.6682
2024-03-30,West US 2,Storage,3732.84,3625.7073
2024-03-30,Germany West Central,Compute,4773.8,4605.5254
2024-03-30,UAE North,Storage,4300.02,4235.361
2024-03-30,Australia Southeast,Storage,3965.49,4245.9917
2024-03-30,Japan West,Storage,3024.89,3003.8792
2024-03-30,UK South,Storage,3335.35,3437.3167
2024-03-30,Southeast Asia,Storage,2874.63,3114.984
2024-03-30,North Europe,Compute,3913.38,3776.8347
2024-03-30,Korea South,Compute,4417.34,4487.0244
2024-03-30,North Central US,Compute,4570.5,4597.592
2024-03-30,East US 2,Compute,3693.72,3739.665
2024-03-30,India South,Compute,5358.57,5295.427
2024-03-30,Japan East,Storage,2957.12,2907.5764
2024-03-30,Brazil South,Compute,3514.5,3565.662
2024-03-30,East US,Compute,5585.14,5225.6455
2024-03-30,Canada East,Compute,4964.34,4905.0303
2024-03-30,West US 2,Compute,5036.15,5170.833
2024-03-30,India South,Storage,4054.85,4135.789
2024-03-30,Central US,Compute,4737.58,4666.135
2024-03-30,East Asia,Storage,4140.99,4123.8604
2024-03-30,Canada East,Storage,3816.7,3737.6711
2024-03-30,Japan East,Compute,3902.88,3948.5076
2024-03-30,Korea South,Storage,3208.3,3179.5671
2024-03-30,Canada Central,Compute,4307.14,4207.9434
2024-03-30,Australia East,Storage,3697.53,3398.5798
2024-03-30,France Central,Compute,4405.68,4169.775
2024-03-30,Switzerland North,Compute,3973.13,4030.1272
2024-03-30,South Africa North,Compute,4024.04,3853.3696
2024-03-30,South Africa North,Storage,2526.36,2705.2747
2024-03-30,France Central,Storage,3149.97,3129.7246
2024-03-30,India West,Compute,3642.72,3728.7236
2024-03-30,East Asia,Compute,5277.04,5081.5723
2024-03-30,India Central,Storage,3999.86,3645.2102
2024-03-30,East US 2,Storage,2698.22,2820.0427
2024-03-30,North Central US,Storage,3191.26,3376.5105
2024-03-30,East US,Storage,3678.72,3787.3887
2024-03-30,UAE North,Compute,5484.37,5359.432
2024-03-30,Australia East,Compute,4442.33,4370.7866
2024-03-30,West US 3,Storage,3270.04,3282.6787
2024-03-30,India Central,Compute,4766.29,4945.147
2024-03-30,Australia Southeast,Compute,5697.47,5251.0894
2024-03-30,UK South,Compute,4538.11,4277.78
2024-03-30,South Central US,Compute,4643.09,4372.2227
2024-03-31,Australia East,Storage,3392.86,3365.9238
2024-03-31,West US 2,Compute,4968.24,5002.829
2024-03-31,Central US,Compute,4491.33,4636.4136
2024-03-31,Canada East,Storage,3905.38,3812.895
2024-03-31,South Africa North,Compute,4273.98,3971.4666
2024-03-31,East US,Storage,3947.6,4023.365
2024-03-31,Norway East,Compute,4198.45,4129.8076
2024-03-31,Canada Central,Compute,4523.53,4460.647
2024-03-31,Japan East,Compute,4148.23,3967.8396
2024-03-31,West US 2,Storage,3591.8,3624.6143
2024-03-31,South Central US,Storage,3416.66,3562.3289
2024-03-31,North Central US,Storage,3811.67,3581.2007
2024-03-31,East US,Compute,5137.9,5188.522
2024-03-31,Canada Central,Storage,3235.83,3224.5378
2024-03-31,Switzerland North,Storage,2929.71,3040.3916
2024-03-31,Brazil South,Storage,3022.93,2739.2053
2024-03-31,India West,Storage,3038.89,3056.9653
2024-03-31,Southeast Asia,Compute,4030.71,4159.02
2024-03-31,East US 2,Storage,3096.47,2960.8076
2024-03-31,UK South,Compute,4162.76,4315.001
2024-03-31,West US 3,Compute,4122.01,4342.342
2024-03-31,India Central,Storage,3931.34,3796.8389
2024-03-31,UK West,Compute,4872.16,4988.7676
2024-03-31,Germany West Central,Storage,3507.08,3541.1748
2024-03-31,UAE North,Compute,5689.15,5459.0615
2024-03-31,Canada East,Compute,4898.22,5039.317
2024-03-31,India South,Compute,5769.4,5335.2705
2024-03-31,India Central,Compute,5115.8,5112.511
2024-03-31,Korea South,Storage,3293.34,3303.767
2024-03-31,Switzerland North,Compute,4478.09,4101.9443
2024-03-31,East Asia,Storage,3771.67,3956.3345
2024-03-31,Southeast Asia,Storage,2989.83,3159.5378
2024-03-31,India South,Storage,4011.49,4103.3994
2024-03-31,South Africa North,Storage,2961.15,2846.145
2024-03-31,Japan East,Storage,2776.23,2860.249
2024-03-31,India West,Compute,4033.69,4024.4
2024-03-31,Japan West,Storage,3119.8,3054.7178
2024-03-31,West Europe,Compute,4147.23,4053.9211
2024-03-31,UAE North,Storage,4212.62,4279.776
2024-03-31,West US 3,Storage,3593.28,3551.263
2024-03-31,Australia Southeast,Storage,4327.63,4437.9595
2024-03-31,Germany West Central,Compute,4665.77,4703.0923
2024-03-31,Australia East,Compute,4596.6,4704.9824
2024-03-31,North Europe,Compute,3538.04,3810.8723
2024-03-31,South Central US,Compute,4212.45,4403.2476
2024-03-31,Australia Southeast,Compute,5606.81,5266.373
2024-03-31,UK South,Storage,3399.17,3475.7444
2024-03-31,Brazil South,Compute,3540.74,3538.9275
2024-03-31,West US,Storage,3537.89,3511.5115
2024-03-31,Korea South,Compute,4568.86,4580.2534
2024-03-31,North Central US,Compute,4985.27,4765.1978
2024-03-31,East US 2,Compute,3884.72,3913.126
2024-03-31,France Central,Compute,4593.97,4500.8037
2024-03-31,East Asia,Compute,5232.04,4820.7915
2024-03-31,North Europe,Storage,2820.6,2848.7046
2024-03-31,West Europe,Storage,2760.89,2883.5977
2024-03-31,Japan West,Compute,4130.89,3942.8228
2024-03-31,UK West,Storage,3672.57,3990.5452
2024-03-31,Central US,Storage,3558.46,3449.636
2024-03-31,West US,Compute,4448.07,4544.1333
2024-03-31,Korea Central,Compute,5083.34,4953.65
2024-03-31,Korea Central,Storage,3832.01,3784.256
2024-03-31,France Central,Storage,3398.51,3267.3318
2024-03-31,Norway East,Storage,3107.16,3109.7744
2024-04-01,Japan East,Storage,2908.72,3095.404
2024-04-01,Central US,Compute,4843.08,4867.4473
2024-04-01,India South,Storage,4287.86,4272.448
2024-04-01,Canada East,Storage,4156.16,4011.5134
2024-04-01,South Africa North,Compute,4584.89,4246.0728
2024-04-01,East Asia,Storage,4834.0,4309.915
2024-04-01,East US 2,Storage,2846.74,3051.2676
2024-04-01,Canada Central,Compute,4614.48,4707.854
2024-04-01,South Central US,Compute,4620.94,4887.368
2024-04-01,Korea South,Storage,3437.8,3531.3623
2024-04-01,West US 2,Storage,3681.72,3962.725
2024-04-01,Japan East,Compute,4370.89,4156.9185
2024-04-01,Korea Central,Compute,5264.48,5172.658
2024-04-01,Southeast Asia,Storage,3748.42,3461.3645
2024-04-01,North Central US,Storage,3924.47,3805.498
2024-04-01,France Central,Compute,4403.57,4776.659
2024-04-01,East US,Compute,5196.29,5674.2837
2024-04-01,Australia East,Storage,3815.48,3636.3545
2024-04-01,West US 2,Compute,5671.2,5367.932
2024-04-01,North Europe,Storage,3222.37,3103.845
2024-04-01,South Africa North,Storage,3070.93,2999.388
2024-04-01,UK South,Storage,3733.48,3619.7986
2024-04-01,Australia Southeast,Compute,5289.21,5772.98
2024-04-01,Brazil South,Compute,3788.23,3783.4941
2024-04-01,North Europe,Compute,3950.7,4065.594
2024-04-01,Australia East,Compute,4668.56,4880.9966
2024-04-01,Korea South,Compute,5180.58,4774.33
2024-04-01,Australia Southeast,Storage,4309.54,4423.754
2024-04-01,West Europe,Storage,3389.67,3244.7175
2024-04-01,North Central US,Compute,5117.09,5010.314
2024-04-01,West US,Compute,4881.88,5061.268
2024-04-01,UAE North,Storage,4112.92,4393.88
2024-04-01,East US 2,Compute,4337.66,4147.3413
2024-04-01,Korea Central,Storage,4075.14,4033.6934
2024-04-01,West US 3,Storage,3899.83,3753.8289
2024-04-01,India South,Compute,5559.42,5725.722
2024-04-01,UAE North,Compute,5989.37,5644.159
2024-04-01,Japan West,Storage,3103.29,3157.1868
2024-04-01,Canada East,Compute,4708.61,5248.256
2024-04-01,UK West,Storage,4386.25,4351.8223
2024-04-01,India Central,Compute,5200.47,5432.4463
2024-04-01,West Europe,Compute,4151.59,4457.2383
2024-04-01,Switzerland North,Compute,4197.98,4277.596
2024-04-01,East US,Storage,4400.45,4286.48
2024-04-01,Brazil South,Storage,3034.1,2818.6992
2024-04-01,Canada Central,Storage,3218.81,3341.0544
2024-04-01,Central US,Storage,3587.46,3567.9956
2024-04-01,Switzerland North,Storage,3304.76,3319.1782
2024-04-01,Norway East,Compute,4518.16,4249.204
2024-04-01,India West,Storage,3139.45,3154.648
2024-04-01,France Central,Storage,3415.67,3486.6702
2024-04-01,West US,Storage,3512.66,3652.442
2024-04-01,South Central US,Storage,3715.01,3694.6958
2024-04-01,East Asia,Compute,5684.28,5465.373
2024-04-01,West US 3,Compute,5416.51,4960.015
2024-04-01,UK West,Compute,5559.85,5652.306
2024-04-01,India West,Compute,3877.37,4149.89
2024-04-01,UK South,Compute,4829.89,4791.9336
2024-04-01,India Central,Storage,4328.09,4241.947
2024-04-01,Norway East,Storage,3279.79,3344.6199
2024-04-01,Southeast Asia,Compute,4438.6,4685.3887
2024-04-01,Japan West,Compute,4363.63,4348.056
2024-04-01,Germany West Central,Compute,4767.06,4941.8306
2024-04-01,Germany West Central,Storage,3803.73,3649.8926
2024-04-02,Norway East,Storage,3467.4,3709.6753
2024-04-02,Germany West Central,Storage,4029.94,3794.0857
2024-04-02,East US 2,Compute,4296.17,4308.458
2024-04-02,France Central,Compute,5049.87,4986.2725
2024-04-02,South Central US,Storage,3913.49,4024.4617
2024-04-02,India West,Compute,4122.96,4344.4326
2024-04-02,West US 3,Storage,4112.49,3979.1064
2024-04-02,India South,Compute,6356.53,6178.704
2024-04-02,Japan West,Storage,3339.32,3302.4722
2024-04-02,UAE North,Compute,6456.05,6051.391
2024-04-02,North Central US,Storage,4196.73,4182.982
2024-04-02,UK South,Compute,5436.11,5248.2026
2024-04-02,Korea South,Storage,3879.26,3798.966
2024-04-02,Canada East,Compute,5666.91,5667.8164
2024-04-02,East US 2,Storage,3067.41,3201.33
2024-04-02,UAE North,Storage,4544.43,4630.948
2024-04-02,Korea Central,Compute,5523.35,5440.9937
2024-04-02,Korea Central,Storage,4333.92,4272.579
2024-04-02,West US 3,Compute,5621.45,5531.2646
2024-04-02,Central US,Storage,4062.07,3888.5884
2024-04-02,East US,Compute,5693.61,5932.7446
2024-04-02,Brazil South,Compute,4245.2,4051.4849
2024-04-02,UK West,Compute,6021.74,6029.3115
2024-04-02,UK South,Storage,3871.57,3789.5571
2024-04-02,North Europe,Compute,4301.29,4186.7856
2024-04-02,India Central,Storage,4493.3,4290.479
2024-04-02,Korea South,Compute,5024.17,4939.351
2024-04-02,Australia East,Compute,5095.35,5137.4414
2024-04-02,East Asia,Compute,5710.1,5992.0874
2024-04-02,West Europe,Storage,3293.95,3482.322
2024-04-02,Australia Southeast,Storage,4425.48,4717.219
2024-04-02,West Europe,Compute,4187.82,4629.734
2024-04-02,France Central,Storage,3773.2,3716.2231
2024-04-02,North Central US,Compute,5533.17,5233.7656
2024-04-02,South Africa North,Storage,3136.1,3178.9924
2024-04-02,West US 2,Storage,4410.51,4317.0674
2024-04-02,Switzerland North,Compute,4762.55,4600.786
2024-04-02,India South,Storage,4336.77,4529.7437
2024-04-02,South Africa North,Compute,4500.2,4541.0166
2024-04-02,Canada East,Storage,4246.23,4097.781
2024-04-02,Japan East,Compute,4251.39,4349.578
2024-04-02,East US,Storage,4358.32,4519.3643
2024-04-02,Japan West,Compute,4288.1,4633.6143
2024-04-02,India Central,Compute,5472.88,5856.834
2024-04-02,Canada Central,Storage,3582.9,3573.8865
2024-04-02,West US,Compute,5822.02,5553.8306
2024-04-02,Australia Southeast,Compute,6272.73,6343.6978
2024-04-02,Germany West Central,Compute,5798.17,5333.5815
2024-04-02,Central US,Compute,5051.01,5053.8027
2024-04-02,Japan East,Storage,3370.26,3259.077
2024-04-02,Southeast Asia,Compute,5220.06,5101.5566
2024-04-02,Switzerland North,Storage,3740.89,3581.1404
2024-04-02,East Asia,Storage,4461.14,4429.6406
2024-04-02,North Europe,Storage,3544.12,3431.0286
2024-04-02,Southeast Asia,Storage,3741.76,3678.9604
2024-04-02,Australia East,Storage,3954.48,3827.518
2024-04-02,South Central US,Compute,5349.56,5404.0273
2024-04-02,UK West,Storage,4785.65,4588.717
2024-04-02,Norway East,Compute,4919.7,4592.588
2024-04-02,West US,Storage,4218.08,3987.6714
2024-04-02,Canada Central,Compute,4902.64,4900.6494
2024-04-02,West US 2,Compute,6010.2,5798.939
2024-04-02,India West,Storage,3337.49,3308.565
2024-04-02,Brazil South,Storage,3088.01,3006.9048
2024-04-03,Switzerland North,Compute,4735.14,4636.0938
2024-04-03,India Central,Compute,5988.37,6115.3525
2024-04-03,West US,Compute,5288.02,5458.3853
2024-04-03,France Central,Storage,3890.7,3822.0735
2024-04-03,West Europe,Compute,4551.1,4571.483
2024-04-03,North Europe,Storage,3404.34,3384.1543
2024-04-03,North Europe,Compute,4383.36,4304.303
2024-04-03,Norway East,Compute,4664.08,4684.136
2024-04-03,East Asia,Storage,4604.16,4717.357
2024-04-03,Korea Central,Compute,5521.71,5451.8335
2024-04-03,South Africa North,Storage,3254.38,3234.4712
2024-04-03,UK South,Compute,5308.9,5237.8335
2024-04-03,Australia East,Storage,3972.15,3902.8704
2024-04-03,West US 3,Storage,4247.06,4182.876
2024-04-03,Australia Southeast,Compute,6537.32,6186.9707
2024-04-03,Germany West Central,Compute,5388.37,5350.604
2024-04-03,France Central,Compute,5042.84,4996.076
2024-04-03,Japan West,Storage,3183.5,3242.99
2024-04-03,Australia Southeast,Storage,4759.53,4830.633
2024-04-03,Japan East,Storage,3200.98,3232.0852
2024-04-03,South Central US,Storage,4205.56,4129.83
2024-04-03,UAE North,Storage,4859.83,4738.257
2024-04-03,India South,Storage,4804.63,4608.4375
2024-04-03,South Central US,Compute,4972.94,5308.6626
2024-04-03,Korea Central,Storage,4265.31,4187.2163
2024-04-03,Korea South,Storage,3852.39,3789.7825
2024-04-03,North Central US,Compute,5111.64,5236.345
2024-04-03,Brazil South,Compute,3835.2,3922.1758
2024-04-03,Canada East,Compute,5447.18,5742.6216
2024-04-03,West US 2,Storage,3834.79,4144.9004
2024-04-03,West US 2,Compute,5958.98,5921.9565
2024-04-03,Central US,Compute,5448.03,5268.7646
2024-04-03,UK West,Storage,4980.85,4829.2017
2024-04-03,East US,Storage,4657.27,4542.809
2024-04-03,Canada East,Storage,4463.58,4271.5044
2024-04-03,South Africa North,Compute,4921.71,4749.5317
2024-04-03,Southeast Asia,Storage,3666.41,3801.8372
2024-04-03,Canada Central,Compute,5023.49,4856.935
2024-04-03,West US 3,Compute,5526.99,5875.515
2024-04-03,Japan East,Compute,4263.26,4342.6216
2024-04-03,East US 2,Storage,3072.12,3233.14
2024-04-03,Brazil South,Storage,3009.19,3055.7444
2024-04-03,East US,Compute,5913.8,5770.206
2024-04-03,Southeast Asia,Compute,5215.16,5271.12
2024-04-03,Germany West Central,Storage,3957.55,3914.2498
2024-04-03,India West,Storage,3396.64,3340.151
2024-04-03,West US,Storage,3949.69,3947.9197
2024-04-03,Canada Central,Storage,3220.27,3378.8203
