timestamp,region,service_type,usage_units,provisioned_capacity,utilization_pct,headroom_units,unit_price,cost_usd,wasted_capacity_cost,availability_pct,sla_violation_flag,incident_count,mttr_minutes,daily_growth_rate,weekly_seasonality_index,spike_flag,gdp_growth_rate,it_spending_index,enterprise_demand_index,internet_traffic_growth
2024-01-18,Brazil South,Compute,3724.79,6718.17,0.554,2993.38,0.5,1862.4,1496.69,99.95,0,0,0,0.0001,1.035,0,0.033,117.05,110.72,0.0618
2024-01-19,Brazil South,Compute,3650.31,6718.17,0.543,3067.86,0.5,1825.16,1533.93,99.95,0,0,0,0.0001,0.965,0,0.0332,117.08,110.72,0.0623
2024-01-20,Brazil South,Compute,3350.8,6718.17,0.499,3367.37,0.5,1675.4,1683.69,99.95,0,0,0,0.0001,0.922,0,0.0334,117.1,110.72,0.0629
2024-01-21,Brazil South,Compute,3335.16,6718.17,0.496,3383.02,0.5,1667.58,1691.51,99.95,0,0,0,0.0001,0.937,0,0.0335,117.12,110.73,0.0634
2024-01-22,Brazil South,Compute,3715.83,6718.17,0.553,3002.35,0.5,1857.91,1501.17,99.95,0,0,0,0.0001,1.0,0,0.0337,117.15,110.73,0.0639
2024-01-23,Brazil South,Compute,4044.72,6718.17,0.602,2673.46,0.5,2022.36,1336.73,99.95,0,0,0,0.0001,1.063,0,0.0339,117.17,110.73,0.0644
2024-01-24,Brazil South,Compute,3892.97,6718.17,0.579,2825.2,0.5,1946.49,1412.6,99.95,0,0,0,0.0001,1.078,0,0.034,117.19,110.73,0.0649
2024-01-25,Brazil South,Compute,3657.71,6718.17,0.544,3060.46,0.5,1828.86,1530.23,99.95,0,0,0,0.0001,1.035,0,0.0342,117.21,110.73,0.0653
2024-01-26,Brazil South,Compute,3614.2,6718.17,0.538,3103.97,0.5,1807.1,1551.99,99.95,0,0,0,0.0001,0.965,0,0.0343,117.24,110.73,0.0658
2024-01-27,Brazil South,Compute,3276.39,6718.17,0.488,3441.78,0.5,1638.2,1720.89,99.95,0,0,0,0.0001,0.922,0,0.0345,117.26,110.73,0.0662
2024-01-28,Brazil South,Compute,3391.25,6718.17,0.505,3326.93,0.5,1695.62,1663.46,99.95,0,0,0,0.0001,0.937,0,0.0346,117.28,110.73,0.0666
2024-01-29,Brazil South,Compute,3809.0,6718.17,0.567,2909.17,0.5,1904.5,1454.59,99.95,0,0,0,0.0001,1.0,0,0.0348,117.31,110.73,0.067
2024-01-30,Brazil South,Compute,4051.62,6718.17,0.603,2666.55,0.5,2025.81,1333.27,99.95,0,0,0,0.0001,1.063,0,0.0349,117.33,110.73,0.0673
2024-01-31,Brazil South,Compute,4061.92,6718.17,0.605,2656.25,0.5,2030.96,1328.13,99.95,0,0,0,0.0001,1.078,0,0.0351,117.35,110.73,0.0677
2024-02-01,Brazil South,Compute,3861.78,6718.17,0.575,2856.39,0.5,1930.89,1428.2,99.394,1,1,116,0.0001,1.035,0,0.0352,117.37,110.74,0.068
2024-02-02,Brazil South,Compute,3508.49,6718.17,0.522,3209.69,0.5,1754.24,1604.84,99.95,0,0,0,0.0001,0.965,0,0.0354,117.4,110.74,0.0683
2024-02-03,Brazil South,Compute,3393.99,6718.17,0.505,3324.18,0.5,1696.99,1662.09,99.95,0,0,0,0.0001,0.922,0,0.0355,117.42,110.74,0.0685
2024-02-04,Brazil South,Compute,3515.5,6718.17,0.523,3202.68,0.5,1757.75,1601.34,99.95,0,0,0,0.0001,0.937,0,0.0357,117.44,110.74,0.0688
2024-02-05,Brazil South,Compute,3879.42,6718.17,0.577,2838.75,0.5,1939.71,1419.38,99.95,0,0,0,0.0001,1.0,0,0.0358,117.47,110.74,0.069
2024-02-06,Brazil South,Compute,3877.12,6718.17,0.577,2841.05,0.5,1938.56,1420.53,99.95,0,0,0,0.0001,1.063,0,0.0359,117.49,110.74,0.0692
2024-02-07,Brazil South,Compute,3875.42,6718.17,0.577,2842.76,0.5,1937.71,1421.38,99.95,0,0,0,0.0001,1.078,0,0.0361,117.51,110.74,0.0694
2024-02-08,Brazil South,Compute,3824.61,6718.17,0.569,2893.56,0.5,1912.31,1446.78,99.95,0,0,0,0.0001,1.035,0,0.0362,117.53,110.74,0.0696
2024-02-09,Brazil South,Compute,3541.85,6718.17,0.527,3176.32,0.5,1770.92,1588.16,99.235,1,1,38,0.0001,0.965,0,0.0364,117.56,110.74,0.0697
2024-02-10,Brazil South,Compute,3458.84,6718.17,0.515,3259.33,0.5,1729.42,1629.66,99.95,0,0,0,0.0001,0.922,0,0.0365,117.58,110.74,0.0698
2024-02-11,Brazil South,Compute,3342.86,6718.17,0.498,3375.31,0.5,1671.43,1687.65,99.95,0,0,0,0.0001,0.937,0,0.0366,117.6,110.75,0.0699
2024-02-12,Brazil South,Compute,3810.16,6718.17,0.567,2908.01,0.5,1905.08,1454.01,99.95,0,0,0,0.0001,1.0,0,0.0367,117.63,110.75,0.07
2024-02-13,Brazil South,Compute,4031.79,6718.17,0.6,2686.38,0.5,2015.9,1343.19,99.95,0,0,0,0.0001,1.063,0,0.0369,117.65,110.75,0.07
2024-02-14,Brazil South,Compute,3610.38,6718.17,0.537,3107.79,0.5,1805.19,1553.89,99.95,0,0,0,0.0001,1.078,0,0.037,117.67,110.75,0.07
2024-02-15,Brazil South,Compute,3775.24,6718.17,0.562,2942.94,0.5,1887.62,1471.47,99.95,0,0,0,0.0001,1.035,0,0.0371,117.69,110.75,0.07
2024-02-16,Brazil South,Compute,2944.64,6718.17,0.438,3773.54,0.5,1472.32,1886.77,99.95,0,0,0,0.0001,0.965,0,0.0372,117.72,110.75,0.07
2024-02-17,Brazil South,Compute,3777.14,6718.17,0.562,2941.03,0.5,1888.57,1470.52,99.95,0,0,0,0.0001,0.922,0,0.0374,117.74,110.75,0.0699
2024-02-18,Brazil South,Compute,3511.5,6718.17,0.523,3206.68,0.5,1755.75,1603.34,99.95,0,0,0,0.0001,0.937,0,0.0375,117.76,110.75,0.0698
2024-02-19,Brazil South,Compute,3653.28,6718.17,0.544,3064.89,0.5,1826.64,1532.45,99.95,0,0,0,0.0001,1.0,0,0.0376,117.79,110.75,0.0697
2024-02-20,Brazil South,Compute,3866.92,6718.17,0.576,2851.26,0.5,1933.46,1425.63,99.95,0,0,0,0.0001,1.063,0,0.0377,117.81,110.75,0.0696
2024-02-21,Brazil South,Compute,3626.89,6718.17,0.54,3091.29,0.5,1813.44,1545.64,99.95,0,0,0,0.0001,1.078,0,0.0378,117.83,110.76,0.0694
2024-02-22,Brazil South,Compute,3828.63,6718.17,0.57,2889.54,0.5,1914.32,1444.77,99.95,0,0,0,0.0001,1.035,0,0.0379,117.85,110.76,0.0692
2024-02-23,Brazil South,Compute,3162.27,6718.17,0.471,3555.9,0.5,1581.14,1777.95,99.95,0,0,0,0.0001,0.965,0,0.038,117.88,110.76,0.069
2024-02-24,Brazil South,Compute,3391.24,6718.17,0.505,3326.94,0.5,1695.62,1663.47,99.95,0,0,0,0.0001,0.922,0,0.0381,117.9,110.76,0.0688
2024-02-25,Brazil South,Compute,3666.75,6718.17,0.546,3051.43,0.5,1833.37,1525.71,99.95,0,0,0,0.0001,0.937,0,0.0382,117.92,110.76,0.0685
2024-02-26,Brazil South,Compute,3756.51,6718.17,0.559,2961.67,0.5,1878.25,1480.83,99.95,0,0,0,0.0001,1.0,0,0.0383,117.95,110.76,0.0683
2024-02-27,Brazil South,Compute,3715.04,6718.17,0.553,3003.13,0.5,1857.52,1501.56,99.95,0,0,0,0.0001,1.063,0,0.0384,117.97,110.76,0.068
2024-02-28,Brazil South,Compute,4041.42,6718.17,0.602,2676.76,0.5,2020.71,1338.38,99.95,0,0,0,0.0001,1.078,0,0.0385,117.99,110.76,0.0677
2024-02-29,Brazil South,Compute,4005.78,6718.17,0.596,2712.39,0.5,2002.89,1356.19,99.95,0,0,0,0.0001,1.035,0,0.0386,118.01,110.76,0.0673
2024-03-01,Brazil South,Compute,3859.69,6718.17,0.575,2858.48,0.5,1929.85,1429.24,99.95,0,0,0,0.0001,0.965,0,0.0387,118.04,110.76,0.067
2024-03-02,Brazil South,Compute,3281.8,6718.17,0.488,3436.37,0.5,1640.9,1718.18,99.95,0,0,0,0.0001,0.922,0,0.0388,118.06,110.76,0.0666
2024-03-03,Brazil South,Compute,3507.33,6718.17,0.522,3210.85,0.5,1753.66,1605.42,99.95,0,0,0,0.0001,0.937,0,0.0388,118.08,110.77,0.0662
2024-03-04,Brazil South,Compute,3558.8,6718.17,0.53,3159.37,0.5,1779.4,1579.69,99.95,0,0,0,0.0001,1.0,0,0.0389,118.11,110.77,0.0658
2024-03-05,Brazil South,Compute,4085.1,6718.17,0.608,2633.08,0.5,2042.55,1316.54,99.95,0,0,0,0.0001,1.063,0,0.039,118.13,110.77,0.0653
2024-03-06,Brazil South,Compute,4207.63,6718.17,0.626,2510.54,0.5,2103.81,1255.27,99.95,0,0,0,0.0001,1.078,0,0.0391,118.15,110.77,0.0649
2024-03-07,Brazil South,Compute,4205.0,6718.17,0.626,2513.17,0.5,2102.5,1256.59,99.95,0,0,0,0.0001,1.035,0,0.0391,118.17,110.77,0.0644
2024-03-08,Brazil South,Compute,3667.94,6718.17,0.546,3050.23,0.5,1833.97,1525.12,99.95,0,0,0,0.0001,0.965,0,0.0392,118.2,110.77,0.0639
2024-03-09,Brazil South,Compute,3468.42,6718.17,0.516,3249.75,0.5,1734.21,1624.87,99.95,0,0,0,0.0001,0.922,0,0.0393,118.22,110.77,0.0634
2024-03-10,Brazil South,Compute,3485.29,6718.17,0.519,3232.88,0.5,1742.65,1616.44,99.95,0,0,0,0.0001,0.937,0,0.0393,118.24,110.77,0.0629
2024-03-11,Brazil South,Compute,3792.28,6718.17,0.564,2925.89,0.5,1896.14,1462.95,99.95,0,0,0,0.0001,1.0,0,0.0394,118.26,110.77,0.0623
2024-03-12,Brazil South,Compute,4034.42,6718.17,0.601,2683.75,0.5,2017.21,1341.87,99.95,0,0,0,0.0001,1.063,0,0.0395,118.29,110.77,0.0618
2024-03-13,Brazil South,Compute,4118.28,6718.17,0.613,2599.89,0.5,2059.14,1299.94,99.95,0,0,0,0.0001,1.078,0,0.0395,118.31,110.78,0.0612
2024-03-14,Brazil South,Compute,4005.88,6718.17,0.596,2712.29,0.5,2002.94,1356.14,99.95,0,0,0,0.0001,1.035,0,0.0396,118.33,110.78,0.0606
2024-03-15,Brazil South,Compute,3534.9,6718.17,0.526,3183.27,0.5,1767.45,1591.64,99.95,0,0,0,0.0001,0.965,0,0.0396,118.36,110.78,0.06
2024-03-16,Brazil South,Compute,3371.3,6718.17,0.502,3346.87,0.5,1685.65,1673.43,99.95,0,0,0,0.0001,0.922,0,0.0397,118.38,110.78,0.0594
2024-03-17,Brazil South,Compute,3567.42,6718.17,0.531,3150.76,0.5,1783.71,1575.38,99.95,0,0,0,0.0001,0.937,0,0.0397,118.4,110.78,0.0588
2024-03-18,Brazil South,Compute,3635.67,6718.17,0.541,3082.5,0.5,1817.83,1541.25,99.95,0,0,0,0.0001,1.0,0,0.0397,118.42,110.78,0.0581
2024-03-19,Brazil South,Compute,4025.47,6718.17,0.599,2692.71,0.5,2012.73,1346.35,99.95,0,0,0,0.0001,1.063,0,0.0398,118.45,110.78,0.0575
2024-03-20,Brazil South,Compute,3835.36,6718.17,0.571,2882.81,0.5,1917.68,1441.41,99.95,0,0,0,0.0001,1.078,0,0.0398,118.47,110.78,0.0568
2024-03-21,Brazil South,Compute,3888.7,6718.17,0.579,2829.48,0.5,1944.35,1414.74,99.95,0,0,0,0.0001,1.035,0,0.0398,118.49,110.78,0.0562
2024-03-22,Brazil South,Compute,3694.94,6718.17,0.55,3023.24,0.5,1847.47,1511.62,99.95,0,0,0,0.0001,0.965,0,0.0399,118.52,110.78,0.0555
2024-03-23,Brazil South,Compute,3452.55,6718.17,0.514,3265.62,0.5,1726.28,1632.81,99.95,0,0,0,0.0001,0.922,0,0.0399,118.54,110.79,0.0548
2024-03-24,Brazil South,Compute,3733.37,6718.17,0.556,2984.8,0.5,1866.69,1492.4,99.95,0,0,0,0.0001,0.937,0,0.0399,118.56,110.79,0.0542
2024-03-25,Brazil South,Compute,4023.18,6718.17,0.599,2695.0,0.5,2011.59,1347.5,99.95,0,0,0,0.0001,1.0,0,0.0399,118.58,110.79,0.0535
2024-03-26,Brazil South,Compute,3789.0,6718.17,0.564,2929.17,0.5,1894.5,1464.59,99.95,0,0,0,0.0001,1.063,0,0.04,118.61,110.79,0.0528
2024-03-27,Brazil South,Compute,4294.58,6718.17,0.639,2423.59,0.5,2147.29,1211.79,99.95,0,0,0,0.0001,1.078,0,0.04,118.63,110.79,0.0521
2024-03-28,Brazil South,Compute,3935.8,6718.17,0.586,2782.37,0.5,1967.9,1391.19,99.95,0,0,0,0.0001,1.035,0,0.04,118.65,110.79,0.0514
2024-03-29,Brazil South,Compute,3589.46,6718.17,0.534,3128.72,0.5,1794.73,1564.36,99.95,0,0,0,0.0001,0.965,0,0.04,118.68,110.79,0.0507
2024-03-30,Brazil South,Compute,3514.5,6718.17,0.523,3203.67,0.5,1757.25,1601.84,99.95,0,0,0,0.0001,0.922,0,0.04,118.7,110.79,0.05
2024-03-31,Brazil South,Compute,3540.74,6718.17,0.527,3177.43,0.5,1770.37,1588.72,99.95,0,0,0,0.0001,0.937,0,0.04,118.72,110.79,0.0493
2024-04-01,Brazil South,Compute,3788.23,6718.17,0.564,2929.94,0.5,1894.12,1464.97,99.95,0,0,0,0.0001,1.0,0,0.04,118.74,110.79,0.0486
2024-04-02,Brazil South,Compute,4245.2,6718.17,0.632,2472.97,0.5,2122.6,1236.49,99.55,1,1,94,0.0001,1.063,0,0.04,118.77,110.79,0.0479
2024-04-03,Brazil South,Compute,3835.2,6718.17,0.571,2882.97,0.5,1917.6,1441.48,99.95,0,0,0,0.0001,1.078,0,0.04,118.79,110.8,0.0472
2024-04-04,Brazil South,Compute,3338.57,6718.17,0.497,3379.6,0.5,1669.29,1689.8,99.95,0,0,0,0.0001,1.035,0,0.04,118.81,110.8,0.0465
2024-04-05,Brazil South,Compute,3601.46,6718.17,0.536,3116.72,0.5,1800.73,1558.36,99.95,0,0,0,0.0001,0.965,0,0.04,118.84,110.8,0.0458
2024-04-06,Brazil South,Compute,3364.26,6718.17,0.501,3353.91,0.5,1682.13,1676.96,99.95,0,0,0,0.0001,0.922,0,0.04,118.86,110.8,0.0452
2024-04-07,Brazil South,Compute,3565.64,6718.17,0.531,3152.53,0.5,1782.82,1576.27,99.95,0,0,0,0.0001,0.937,0,0.0399,118.88,110.8,0.0445
2024-04-08,Brazil South,Compute,3896.36,6718.17,0.58,2821.81,0.5,1948.18,1410.91,99.95,0,0,0,0.0001,1.0,0,0.0399,118.9,110.8,0.0438
2024-04-09,Brazil South,Compute,4148.86,6718.17,0.618,2569.31,0.5,2074.43,1284.66,99.95,0,0,0,0.0001,1.063,0,0.0399,118.93,110.8,0.0432
2024-04-10,Brazil South,Compute,3915.25,6718.17,0.583,2802.92,0.5,1957.63,1401.46,99.95,0,0,0,0.0001,1.078,0,0.0399,118.95,110.8,0.0425
2024-04-11,Brazil South,Compute,3812.27,6718.17,0.567,2905.91,0.5,1906.13,1452.95,99.95,0,0,0,0.0001,1.035,0,0.0398,118.97,110.8,0.0419
2024-04-12,Brazil South,Compute,3569.41,6718.17,0.531,3148.76,0.5,1784.7,1574.38,99.95,0,0,0,0.0001,0.965,0,0.0398,119.0,110.8,0.0412
2024-04-13,Brazil South,Compute,3715.62,6718.17,0.553,3002.55,0.5,1857.81,1501.28,99.95,0,0,0,0.0001,0.922,0,0.0398,119.02,110.81,0.0406
2024-04-14,Brazil South,Compute,3477.13,6718.17,0.518,3241.04,0.5,1738.57,1620.52,99.95,0,0,0,0.0001,0.937,0,0.0397,119.04,110.81,0.04
2024-04-15,Brazil South,Compute,4051.31,6718.17,0.603,2666.86,0.5,2025.66,1333.43,99.95,0,0,0,0.0001,1.0,0,0.0397,119.06,110.81,0.0394
2024-04-16,Brazil South,Compute,4089.09,6718.17,0.609,2629.08,0.5,2044.54,1314.54,99.95,0,0,0,0.0001,1.063,0,0.0396,119.09,110.81,0.0388
2024-04-17,Brazil South,Compute,4005.67,6718.17,0.596,2712.5,0.5,2002.83,1356.25,99.95,0,0,0,0.0001,1.078,0,0.0396,119.11,110.81,0.0382
2024-04-18,Brazil South,Compute,3943.8,6718.17,0.587,2774.37,0.5,1971.9,1387.18,99.95,0,0,0,0.0001,1.035,0,0.0395,119.13,110.81,0.0377
2024-04-19,Brazil South,Compute,3328.05,6718.17,0.495,3390.13,0.5,1664.02,1695.06,99.95,0,0,0,0.0001,0.965,0,0.0395,119.16,110.81,0.0371
2024-04-20,Brazil South,Compute,3687.89,6718.17,0.549,3030.28,0.5,1843.95,1515.14,99.95,0,0,0,0.0001,0.922,0,0.0394,119.18,110.81,0.0366
2024-04-21,Brazil South,Compute,3488.6,6718.17,0.519,3229.57,0.5,1744.3,1614.78,99.95,0,0,0,0.0001,0.937,0,0.0394,119.2,110.81,0.0361
2024-04-22,Brazil South,Compute,4095.59,6718.17,0.61,2622.59,0.5,2047.79,1311.29,99.95,0,0,0,0.0001,1.0,0,0.0393,119.22,110.81,0.0356
2024-04-23,Brazil South,Compute,4063.21,6718.17,0.605,2654.96,0.5,2031.6,1327.48,99.561,1,1,56,0.0001,1.063,0,0.0392,119.25,110.82,0.0351
2024-04-24,Brazil South,Compute,4547.83,6718.17,0.677,2170.34,0.5,2273.92,1085.17,99.95,0,0,0,0.0001,1.078,0,0.0392,119.27,110.82,0.0347
2024-04-25,Brazil South,Compute,3766.76,6718.17,0.561,2951.41,0.5,1883.38,1475.71,99.95,0,0,0,0.0001,1.035,0,0.0391,119.29,110.82,0.0342
2024-04-26,Brazil South,Compute,3573.21,6718.17,0.532,3144.96,0.5,1786.61,1572.48,99.95,0,0,0,0.0001,0.965,0,0.039,119.32,110.82,0.0338
2024-04-27,Brazil South,Compute,3403.98,6718.17,0.507,3314.19,0.5,1701.99,1657.1,99.95,0,0,0,0.0001,0.922,0,0.039,119.34,110.82,0.0334
2024-04-28,Brazil South,Compute,3601.41,6718.17,0.536,3116.76,0.5,1800.7,1558.38,99.95,0,0,0,0.0001,0.937,0,0.0389,119.36,110.82,0.033
2024-04-29,Brazil South,Compute,3389.88,6718.17,0.505,3328.29,0.5,1694.94,1664.15,99.95,0,0,0,0.0001,1.0,0,0.0388,119.38,110.82,0.0327
2024-04-30,Brazil South,Compute,4199.49,6718.17,0.625,2518.68,0.5,2099.75,1259.34,99.95,0,0,0,0.0001,1.063,0,0.0387,119.41,110.82,0.0323
2024-05-01,Brazil South,Compute,4050.74,6718.17,0.603,2667.43,0.5,2025.37,1333.71,99.95,0,0,0,0.0001,1.078,0,0.0386,119.43,110.82,0.032
2024-05-02,Brazil South,Compute,3900.0,6718.17,0.581,2818.17,0.5,1950.0,1409.08,99.95,0,0,0,0.0001,1.035,0,0.0385,119.45,110.82,0.0317
2024-05-03,Brazil South,Compute,3828.89,6718.17,0.57,2889.28,0.5,1914.45,1444.64,99.95,0,0,0,0.0001,0.965,0,0.0385,119.47,110.82,0.0315
2024-05-04,Brazil South,Compute,3777.58,6718.17,0.562,2940.59,0.5,1888.79,1470.3,99.95,0,0,0,0.0001,0.922,0,0.0384,119.5,110.83,0.0312
2024-05-05,Brazil South,Compute,3570.78,6718.17,0.532,3147.39,0.5,1785.39,1573.7,99.95,0,0,0,0.0001,0.937,0,0.0383,119.52,110.83,0.031
2024-05-06,Brazil South,Compute,3615.29,6718.17,0.538,3102.88,0.5,1807.64,1551.44,99.95,0,0,0,0.0001,1.0,0,0.0382,119.54,110.83,0.0308
2024-05-07,Brazil South,Compute,3999.09,6718.17,0.595,2719.08,0.5,1999.54,1359.54,99.95,0,0,0,0.0001,1.063,0,0.0381,119.57,110.83,0.0306
2024-05-08,Brazil South,Compute,4139.77,6718.17,0.616,2578.4,0.5,2069.88,1289.2,99.95,0,0,0,0.0001,1.078,0,0.038,119.59,110.83,0.0304
2024-05-09,Brazil South,Compute,3976.71,6718.17,0.592,2741.47,0.5,1988.35,1370.73,99.95,0,0,0,0.0001,1.035,0,0.0379,119.61,110.83,0.0303
2024-05-10,Brazil South,Compute,3538.51,6718.17,0.527,3179.66,0.5,1769.26,1589.83,99.95,0,0,0,0.0001,0.965,0,0.0377,119.63,110.83,0.0302
2024-05-11,Brazil South,Compute,3541.61,6718.17,0.527,3176.56,0.5,1770.8,1588.28,99.95,0,0,0,0.0001,0.922,0,0.0376,119.66,110.83,0.0301
2024-05-12,Brazil South,Compute,3560.85,6718.17,0.53,3157.32,0.5,1780.43,1578.66,99.95,0,0,0,0.0001,0.937,0,0.0375,119.68,110.83,0.03
2024-05-13,Brazil South,Compute,3787.35,6718.17,0.564,2930.83,0.5,1893.67,1465.41,99.95,0,0,0,0.0001,1.0,0,0.0374,119.7,110.83,0.03
2024-05-14,Brazil South,Compute,4162.28,6718.17,0.62,2555.89,0.5,2081.14,1277.95,99.95,0,0,0,0.0001,1.063,0,0.0373,119.73,110.84,0.03
2024-05-15,Brazil South,Compute,4324.98,6718.17,0.644,2393.2,0.5,2162.49,1196.6,99.95,0,0,0,0.0001,1.078,0,0.0372,119.75,110.84,0.03
2024-05-16,Brazil South,Compute,3780.82,6718.17,0.563,2937.35,0.5,1890.41,1468.68,99.95,0,0,0,0.0001,1.035,0,0.0371,119.77,110.84,0.03
2024-05-17,Brazil South,Compute,3465.2,6718.17,0.516,3252.98,0.5,1732.6,1626.49,99.95,0,0,0,0.0001,0.965,0,0.0369,119.79,110.84,0.0301
2024-05-18,Brazil South,Compute,3625.4,6718.17,0.54,3092.77,0.5,1812.7,1546.39,99.95,0,0,0,0.0001,0.922,0,0.0368,119.82,110.84,0.0302
2024-05-19,Brazil South,Compute,3537.32,6718.17,0.527,3180.85,0.5,1768.66,1590.42,99.95,0,0,0,0.0001,0.937,0,0.0367,119.84,110.84,0.0303
2024-05-20,Brazil South,Compute,3868.82,6718.17,0.576,2849.35,0.5,1934.41,1424.68,99.95,0,0,0,0.0001,1.0,0,0.0366,119.86,110.84,0.0304
2024-05-21,Brazil South,Compute,4193.84,6718.17,0.624,2524.33,0.5,2096.92,1262.17,99.403,1,1,109,0.0001,1.063,0,0.0364,119.89,110.84,0.0306
2024-05-22,Brazil South,Compute,3880.92,6718.17,0.578,2837.25,0.5,1940.46,1418.62,99.95,0,0,0,0.0001,1.078,0,0.0363,119.91,110.84,0.0308
2024-05-23,brazil south,Compute,3732.4,6718.17,0.556,2985.78,0.5,1866.2,1492.89,99.95,0,0,0,0.0001,1.035,0,0.0362,119.93,110.84,0.031
2024-05-24,Brazil South,Compute,3479.44,6718.17,0.518,3238.74,0.5,1739.72,1619.37,99.95,0,0,0,0.0001,0.965,0,0.036,119.95,110.85,0.0312
2024-05-25,Brazil South,Compute,3543.49,6718.17,0.527,3174.68,0.5,1771.75,1587.34,99.95,0,0,0,0.0001,0.922,0,0.0359,119.98,110.85,0.0315
2024-05-26,Brazil South,Compute,3651.23,6718.17,0.543,3066.94,0.5,1825.62,1533.47,99.95,0,0,0,0.0001,0.937,0,0.0357,120.0,110.85,0.0317
2024-05-27,Brazil South,Compute,3581.57,6718.17,0.533,3136.6,0.5,1790.79,1568.3,99.95,0,0,0,0.0001,1.0,0,0.0356,120.02,110.85,0.032
2024-05-28,Brazil South,Compute,4182.03,6718.17,0.622,2536.14,0.5,2091.02,1268.07,99.95,0,0,0,0.0001,1.063,0,0.0355,120.05,110.85,0.0323
2024-05-29,Brazil South,Compute,4237.29,6718.17,0.631,2480.88,0.5,2118.65,1240.44,99.95,0,0,0,0.0001,1.078,0,0.0353,120.07,110.85,0.0327
2024-05-30,Brazil South,Compute,3717.01,6718.17,0.553,3001.16,0.5,1858.5,1500.58,99.95,0,0,0,0.0001,1.035,0,0.0352,120.09,110.85,0.033
2024-05-31,Brazil South,Compute,3778.53,6718.17,0.562,2939.64,0.5,1889.27,1469.82,99.95,0,0,0,0.0001,0.965,0,0.035,120.11,110.85,0.0334
2024-06-01,Brazil South,Compute,3663.3,6718.17,0.545,3054.87,0.5,1831.65,1527.44,99.95,0,0,0,0.0001,0.922,0,0.0349,120.14,110.85,0.0338
2024-06-02,Brazil South,Compute,3636.58,6718.17,0.541,3081.6,0.5,1818.29,1540.8,99.95,0,0,0,0.0001,0.937,0,0.0347,120.16,110.85,0.0342
2024-06-03,Brazil South,Compute,3773.86,6718.17,0.562,2944.31,0.5,1886.93,1472.16,99.95,0,0,0,0.0001,1.0,0,0.0346,120.18,110.85,0.0347
2024-06-04,Brazil South,Compute,3815.48,6718.17,0.568,2902.69,0.5,1907.74,1451.34,99.95,0,0,0,0.0001,1.063,0,0.0344,120.21,110.86,0.0351
2024-06-05,Brazil South,Compute,4138.72,6718.17,0.616,2579.45,0.5,2069.36,1289.72,99.95,0,0,0,0.0001,1.078,0,0.0343,120.23,110.86,0.0356
2024-06-06,Brazil South,Compute,4003.07,6718.17,0.596,2715.1,0.5,2001.53,1357.55,99.95,0,0,0,0.0001,1.035,0,0.0341,120.25,110.86,0.0361
2024-06-07,Brazil South,Compute,3566.21,6718.17,0.531,3151.96,0.5,1783.1,1575.98,99.95,0,0,0,0.0001,0.965,0,0.0339,120.27,110.86,0.0366
2024-06-08,brazil south,Compute,3507.22,6718.17,0.522,3210.95,0.5,1753.61,1605.47,99.206,1,1,53,0.0001,0.922,0,0.0338,120.3,110.86,0.0371
2024-06-09,Brazil South,Compute,3387.8,6718.17,0.504,3330.38,0.5,1693.9,1665.19,99.95,0,0,0,0.0001,0.937,0,0.0336,120.32,110.86,0.0377
2024-06-10,Brazil South,Compute,3739.92,6718.17,0.557,2978.25,0.5,1869.96,1489.13,99.95,0,0,0,0.0001,1.0,0,0.0335,120.34,110.86,0.0382
2024-06-11,Brazil South,Compute,3834.59,6718.17,0.571,2883.59,0.5,1917.29,1441.79,99.95,0,0,0,0.0001,1.063,0,0.0333,120.37,110.86,0.0388
2024-06-12,Brazil South,Compute,4303.9,6718.17,0.641,2414.28,0.5,2151.95,1207.14,99.95,0,0,0,0.0001,1.078,0,0.0331,120.39,110.86,0.0394
2024-06-13,Brazil South,Compute,3854.15,6718.17,0.574,2864.02,0.5,1927.08,1432.01,99.95,0,0,0,0.0001,1.035,0,0.033,120.41,110.86,0.04
2024-06-14,Brazil South,Compute,3682.96,6718.17,0.548,3035.22,0.5,1841.48,1517.61,99.95,0,0,0,0.0001,0.965,0,0.0328,120.43,110.87,0.0406
2024-06-15,Brazil South,Compute,3523.3,6718.17,0.524,3194.88,0.5,1761.65,1597.44,99.95,0,0,0,0.0001,0.922,0,0.0326,120.46,110.87,0.0412
2024-06-16,Brazil South,Compute,3803.0,6718.17,0.566,2915.17,0.5,1901.5,1457.59,99.95,0,0,0,0.0001,0.937,0,0.0325,120.48,110.87,0.0419
2024-06-17,Brazil South,Compute,4051.26,6718.17,0.603,2666.91,0.5,2025.63,1333.46,99.95,0,0,0,0.0001,1.0,0,0.0323,120.5,110.87,0.0425
2024-06-18,Brazil South,Compute,4027.85,6718.17,0.6,2690.32,0.5,2013.93,1345.16,99.95,0,0,0,0.0001,1.063,0,0.0321,120.53,110.87,0.0432
2024-06-19,Brazil South,Compute,4026.58,6718.17,0.599,2691.59,0.5,2013.29,1345.79,99.95,0,0,0,0.0001,1.078,0,0.032,120.55,110.87,0.0438
2024-06-20,Brazil South,Compute,3480.99,6718.17,0.518,3237.18,0.5,1740.49,1618.59,99.95,0,0,0,0.0001,1.035,0,0.0318,120.57,110.87,0.0445
2024-06-21,Brazil South,Compute,3603.94,6718.17,0.536,3114.23,0.5,1801.97,1557.12,99.95,0,0,0,0.0001,0.965,0,0.0316,120.59,110.87,0.0452
